89,596241
89,600770
89,607946
90,556366
90,558154
90,569179
90,574204
90,609785
90,622325
91,513664
91,521369
91,546992
91,566644
91,577035
91,583222
92,435111
92,342067
92,169545
92,569396
92,257158
92,163101
93,587636
93,612520
93,614243
93,617646
93,622325
93,205414
94,491452
94,584219
94,602615
94,618265
94,348582
94,433933
95,13379
95,614306
95,505615
95,556293
95,508258
95,564472
96,198517
96,277304
96,543677
96,520184
96,216194
96,322375
97,308552
97,344617
97,397620
97,405897
97,445735
97,457998
98,439968
98,194044
98,209964
98,203489
98,323933
98,440481
99,524981
99,102010
99,455679
99,210560
99,323317
99,319386
100,341063
100,226747
100,503526
100,380319
100,562858
100,73339
101,450550
101,428643
101,406001
101,42868
101,173694
101,615599
102,459622
102,507696
102,556458
102,578821
102,591590
102,608376
103,254519
103,289731
103,602265
103,549637
103,183166
103,439094
104,562028
104,569455
104,592747
104,600770
104,604935
104,608376
105,352133
105,448805
105,472224
105,256037
105,607805
105,614925
106,569455
106,587636
106,591461
106,600770
106,616649
106,333707
107,9018
107,26226
107,229231
107,283179
107,341539
107,466895
108,615774
108,616649
108,617646
108,618458
108,622325
108,429134
109,532569
109,558154
109,569179
109,2384
109,7409
109,365958
110,85012
110,121082
110,187943
110,344158
110,419748
110,517337
111,483793
111,12438
111,271461
111,355586
111,144790
111,548851
112,410606
112,461814
112,470288
112,497792
112,531386
112,600770
113,152442
113,182003
113,225679
113,359905
113,563230
113,165622
114,5863
114,440320
114,558154
114,28271
114,479930
114,570231
115,532569
115,558154
115,568182
115,569179
115,574204
115,612520
116,376472
116,248495
116,437730
116,163101
116,232026
116,375960
117,595467
117,47046
117,361263
117,435885
117,570608
117,457583
118,334834
118,429603
118,592177
118,201943
118,521380
118,363189
119,355257
119,578370
119,537293
119,225191
119,352413
119,584781
120,39975
120,517526
120,158229
120,533032
120,227314
120,109370
121,600770
121,564724
121,357451
121,333784
121,212016
121,479777
122,103858
122,238795
122,541611
122,135923
122,529974
122,618142
123,119236
123,390355
123,503258
123,175835
123,375693
123,382315
124,550452
124,556458
124,558154
124,569785
124,596241
124,622325
125,503473
125,223381
125,327995
125,369962
125,410925
125,562284
126,467530
126,60117
126,320337
126,410641
126,579576
126,405842
127,546992
127,550452
127,556366
127,576127
127,600770
127,617646
128,615290
128,79535
128,366535
128,23520
128,28541
128,233281
129,538823
129,541171
129,569455
129,600770
129,611203
129,614925
130,540934
130,543790
130,591590
130,598378
130,600770
130,607946
131,449162
131,82026
131,103522
131,251587
131,157021
131,341238
132,509188
132,517337
132,523223
132,525493
132,599530
132,126067
133,436056
133,459622
133,490684
133,504185
133,610962
133,614925
134,144592
134,349451
134,378073
134,538823
134,240422
134,423102
135,410641
135,131488
135,56437
135,212016
135,393549
135,509688
136,392726
136,497792
136,568182
136,392512
136,439272
136,100922
137,526178
137,566294
137,592747
137,596241
137,614243
137,614925
138,594115
138,357972
138,400240
138,559278
138,12560
138,256941
139,601367
139,607747
139,617333
139,171790
139,285506
139,563381
140,61332
140,228988
140,307197
140,423102
140,551771
140,557103
141,543790
141,556366
141,558154
141,574204
141,580720
141,600770
142,600770
142,607946
142,608376
142,609785
142,617646
142,622325
143,419168
143,425492
143,439701
143,123231
143,548069
143,572755
144,274755
144,391894
144,569179
144,211236
144,215657
144,442204
145,416961
145,436036
145,567619
145,590637
145,612962
145,457583
146,531386
146,568182
146,583222
146,591590
146,600770
146,610590
147,550674
147,556937
147,522568
147,216730
147,451594
147,586154
148,513856
148,314699
148,238958
148,408594
148,224144
148,549484
149,277277
149,189820
149,26334
149,392726
149,440749
149,22757
150,229465
150,105060
150,270155
150,291211
150,452909
150,159645
151,585293
151,561196
151,255918
151,167450
151,366920
151,381283
152,550452
152,558154
152,574204
152,591590
152,608376
152,622325
153,538610
153,559390
153,328326
153,417783
153,440300
153,514634
154,517526
154,531386
154,538823
154,600770
154,568979
154,425063
155,131263
155,407004
155,423513
155,194044
155,245766
155,359583
156,281936
156,419044
156,537991
156,195581
156,569985
156,277511
157,610180
157,284199
157,527202
157,616799
157,190456
157,379653
158,574204
158,591590
158,600770
158,608376
158,620594
158,622325
159,551461
159,22899
159,35774
159,277026
159,404125
159,622254
160,194044
160,577114
160,611210
160,55060
160,257241
160,478832
161,47982
161,450100
161,497252
161,448874
161,228250
161,284209
162,110844
162,215236
162,240551
162,594376
162,161131
162,574884
163,41360
163,285506
163,479098
163,423861
163,445942
163,450855
164,419748
164,479777
164,517337
164,538823
164,569850
164,600770
165,1006
165,305157
165,418226
165,108185
165,176588
165,437249
166,475748
166,464428
166,60309
166,434929
166,425374
166,301659
167,553257
167,556298
167,563692
167,596315
167,607946
167,609834
168,526921
168,195517
168,360810
168,463091
168,606097
168,19092
169,580831
169,226155
169,467178
169,21239
169,182140
169,470980
170,233624
170,532569
170,194044
170,170885
170,206576
170,609785
171,554099
171,562028
171,569850
171,608376
171,613227
171,618974
172,452599
172,480021
172,517526
172,538823
172,600770
172,618770
173,556458
173,578821
173,591590
173,608376
173,131837
173,338976
174,533654
174,296700
174,449086
174,507010
174,340476
174,131721
175,531386
175,578821
175,591590
175,74968
175,92820
175,134937
176,270248
176,532488
176,540934
176,543790
176,592747
176,615774
177,396852
177,190487
177,237268
177,250992
177,541508
177,587436
178,531268
178,612481
178,255918
178,280997
178,182140
178,131488
179,28487
179,139151
179,148176
179,228642
179,231897
179,487784
180,192600
180,255533
180,255554
180,517860
180,333001
180,478757
181,268180
181,307674
181,64776
181,492400
181,500468
181,80023
182,531386
182,532453
182,532569
182,538823
182,569396
182,600770
183,267846
183,450018
183,553841
183,320526
183,367699
183,607946
184,77145
184,480021
184,497578
184,205077
184,387423
184,537024
185,175188
185,441162
185,376198
185,462588
185,511231
185,90493
186,225168
186,444960
186,273023
186,133724
186,461783
186,458621
187,385552
187,412749
187,526010
187,41693
187,370883
187,179088
188,290541
188,409111
188,225587
188,563449
188,478832
188,496465
189,582591
189,596241
189,600770
189,612520
189,165824
189,411221
190,544999
190,600535
190,45284
190,353658
190,580242
190,75062
191,172176
191,182140
191,377211
191,28621
191,31562
191,278603
192,81013
192,95049
192,445405
192,229916
192,339427
192,394060
193,490684
193,517337
193,517526
193,532453
193,541988
193,165710
194,129462
194,379990
194,412133
194,544175
194,93203
194,348411
195,534065
195,290058
195,385988
195,73861
195,395265
195,397822
196,600770
196,609785
196,174088
196,75445
196,100920
196,568182
197,174146
197,178912
197,319294
197,478000
197,582591
197,558154
198,367955
198,424380
198,105255
198,199893
198,303067
198,548055
199,599855
199,300255
199,491526
199,36290
199,126944
199,75478
200,542327
200,594816
200,24909
200,180037
200,528144
200,163311
201,448099
201,450181
201,619218
201,350432
201,466212
201,158613
202,200504
202,241742
202,439839
202,523672
202,404093
202,425013
203,548737
203,359086
203,92348
203,483911
203,458859
203,602991
204,268443
204,428189
204,482010
204,31260
204,471192
204,524453
205,571296
205,617491
205,88827
205,207417
205,251053
205,525515
206,35720
206,375563
206,359941
206,35981
206,334849
206,225267
207,578821
207,601402
207,607946
207,608376
207,612520
207,616649
208,440072
208,440474
208,490687
208,9101
208,329864
208,131263
209,131263
209,175835
209,192496
209,205234
209,392726
209,497792
210,517337
210,521255
210,569179
210,582591
210,591461
210,346457
211,132069
211,145835
211,316866
211,100920
211,119236
211,439272
212,405897
212,440749
212,492607
212,521255
212,539904
212,569455
213,385166
213,402843
213,138632
213,287301
213,223141
213,488456
214,76026
214,580770
214,123645
214,302834
214,250889
214,21482
215,514730
215,535159
215,592747
215,622325
215,353284
215,290860
216,517719
216,430163
216,455116
216,235320
216,296497
216,433696
217,519767
217,499016
217,590901
217,330239
217,391908
217,197962
218,140957
218,217264
218,224331
218,464229
218,516281
218,617797
219,377333
219,297989
219,475878
219,204601
219,343775
219,623778
220,72874
220,176720
220,237361
220,516575
220,34261
220,603710
221,217506
221,303644
221,396481
221,411217
221,574025
221,304287
222,189820
222,430552
222,450390
222,348411
222,205414
222,561325
223,461472
223,541471
223,385552
223,423102
223,489154
223,489371
224,219910
224,86997
224,569850
224,123159
224,592491
224,258390
225,473791
225,538285
225,540702
225,574965
225,576179
225,578307
226,569179
226,569785
226,574204
226,580720
226,270972
226,107159
227,328998
227,61807
227,327266
227,310421
227,482370
227,16745
228,516754
228,400964
228,140753
228,409703
228,83947
228,26226
229,531386
229,541988
229,556458
229,578821
229,591590
229,608376
230,540934
230,543790
230,546722
230,583090
230,607946
230,617646
231,556174
231,467777
231,523672
231,101093
231,207030
231,392726
232,578821
232,591590
232,598378
232,354854
232,575070
232,436056
233,333689
233,497792
233,503005
233,45265
233,562028
233,251197
234,393059
234,525286
234,528438
234,563776
234,582591
234,520596
235,496582
235,334834
235,486392
235,533601
235,594081
235,283179
236,591590
236,600770
236,609785
236,75492
236,274688
236,406409
237,224400
237,436056
237,225168
237,444960
237,236351
237,79614
238,410641
238,436056
238,452599
238,470288
238,419241
238,531386
239,459622
239,531386
239,583090
239,591590
239,607946
239,617646
240,160725
240,120058
240,411215
240,182140
240,327995
240,433933
241,299466
241,451810
241,475370
241,199611
241,41821
241,263819
242,273691
242,404838
242,522896
242,561501
242,155445
242,596241
243,363904
243,364118
243,503154
243,559963
243,579411
243,77729
244,234061
244,569455
244,99394
244,62810
244,84102
244,145171
245,356617
245,4653
245,22757
245,225587
245,556804
245,273309
246,381703
246,308063
246,378350
246,423861
246,549672
246,81643
247,612190
247,618890
247,15526
247,229163
247,290739
247,581573
248,600770
248,176319
248,490390
248,348143
248,370449
248,513635
249,592863
249,267723
249,615563
249,599386
249,118307
249,410606
250,428283
250,513413
250,557767
250,599855
250,65616
250,79902
